mqtt_topic,traffic_count,attack_count,attack_rate
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/1092/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/2301/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/1329/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/499/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2180/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/5934/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/4334/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/2119/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/3058/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/870/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/4619/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/1666/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/1745/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/1842/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/3224/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/192/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/2159/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/1217/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2477/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/6076/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/5613/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/3451/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/919/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/1567/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/3189/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/5390/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2807/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/1524/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/2018/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/4394/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/1093/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/2628/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/2007/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/4156/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/1966/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/2020/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/3435/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/1912/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/1085/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/1518/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/6564/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/4907/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/2094/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/459/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/1644/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/770/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/1492/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/6082/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/2320/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2539/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/2028/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/9149/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/984/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/3066/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/1543/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/3939/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/5306/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/4421/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/2390/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/6545/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/786/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/3312/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/4267/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/3516/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/4598/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/4493/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/857/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/1407/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/1921/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/4397/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/4374/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/3480/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/2120/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/2347/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/1009/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/4443/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/5151/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/8520/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/5039/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/2849/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/2223/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2680/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2022/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/1532/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/1963/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/3808/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/363/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/322/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/537/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/5581/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/2974/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/4212/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/738/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/2546/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/2565/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/2092/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/8758/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/4419/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/4103/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/1605/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/6320/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/1791/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/6352/10000,1,1,100.0
$SYS/broker/load/messages/received/5min,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2111/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/6312/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/4649/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/5304/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/5572/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/4532/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/829/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/2346/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/1056/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/4577/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/175/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/1650/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2604/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/4122/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/2716/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/1635/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/3040/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/3325/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/2679/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/5257/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2368/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/3018/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/2583/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/89/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2769/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/5280/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/1280/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/1347/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/2119/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/3096/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/3237/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/4299/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/1686/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/5350/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/2094/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/6582/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/4168/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/4058/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/2936/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/5742/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2522/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/4861/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/4727/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/2518/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/6343/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/76/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/1697/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/2044/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/4131/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/1529/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/3027/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/2825/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/1945/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/1458/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2631/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/4226/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2474/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/3345/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/5232/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/2822/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/4646/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/4894/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/5269/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/3086/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2266/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/5749/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/3417/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/283/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/1389/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/360/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/1633/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/1368/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/2914/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/504/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/4377/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/2964/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/4521/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/2761/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/119/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/4934/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/6155/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/2116/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/2186/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/3174/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/3448/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/3365/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/3959/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/2506/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/989/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/1357/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/723/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/5156/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2087/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/1433/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/6013/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2971/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/3416/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/1713/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/1578/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/3252/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/3411/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/1639/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/9411/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2333/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/2168/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/1816/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/3491/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/1986/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2144/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/145/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/9219/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/3639/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/402/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/186/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/4842/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/4660/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/4448/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/2642/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/1184/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/1720/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/6004/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-13/data/2039/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/1200/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/4294/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/605/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/117/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/2921/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/118/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/6178/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-3/data/1525/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/1195/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/1110/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/3327/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/3395/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2894/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/1704/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/1181/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-6/data/1119/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/8204/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/5388/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-5/data/1281/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/1964/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2905/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/2130/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/5768/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/4370/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/4533/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/4900/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/764/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-10/data/4089/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/2680/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-12/data/1648/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/6363/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-1/data/2265/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-11/data/523/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-7/data/3438/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-8/data/2264/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2530/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-2/data/2093/10000,1,1,100.0
mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-4/data/5377/10000,1,1,100.0
